component_id,size,node_list,is_cycle
0,1,"[0]",false
1,1,"[1]",false
2,1,"[2]",false
3,1,"[3]",false
4,1,"[4]",false
5,1,"[5]",false
6,1,"[6]",false
7,1,"[7]",false
8,1,"[8]",false
9,1,"[9]",false
10,16,"[10, 25, 15, 14, 13, 12, 11, 24, 23, 22, 21, 20, 19, 18, 17, 16]",true
11,1,"[26]",false
12,1,"[27]",false
13,1,"[28]",false
14,1,"[29]",false
15,1,"[30]",false
16,1,"[31]",false
17,1,"[32]",false
18,1,"[33]",false
19,1,"[34]",false
